Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2025-02-24 11:49:48,2025-02-25 17:15:11,Multimat Mihalache,-8.50,0.00,RON,COMPLETED,83.08
Card Payment,Current,2025-02-25 11:34:42,2025-02-26 04:53:43,Multimat Impex,-10.00,0.00,RON,COMPLETED,73.08
Card Payment,Current,2025-02-25 11:36:19,2025-02-26 04:53:45,Multimat Impex,-3.50,0.00,RON,COMPLETED,69.58
Card Payment,Current,2025-02-24 07:53:59,2025-02-26 05:06:12,Metrorex,-5.00,0.00,RON,COMPLETED,64.58
Card Payment,Current,2025-02-27 09:17:36,2025-02-28 18:09:04,Profi,-23.00,0.00,RON,COMPLETED,41.58
Card Payment,Current,2025-02-28 10:36:03,2025-02-28 18:15:50,Froo,-4.99,0.00,RON,COMPLETED,36.59
Card Payment,Current,2025-02-28 11:17:25,2025-03-01 07:17:20,Mega Image,-3.49,0.00,RON,COMPLETED,33.10
Card Payment,Current,2025-02-28 14:58:35,2025-03-01 07:17:36,Mega Image,-11.47,0.00,RON,COMPLETED,21.63
Card Payment,Current,2025-02-28 08:19:42,2025-03-01 10:45:52,Cora,-5.50,0.00,RON,COMPLETED,16.13
Card Payment,Current,2025-03-01 18:55:03,2025-03-04 05:12:05,Amparcat.ro,-6.00,0.00,RON,COMPLETED,10.13
Transfer,Current,2025-03-07 21:10:54,2025-03-07 21:10:54,Revolut Bank UAB Vilnius Sucursala București,30.00,0.00,RON,COMPLETED,40.13
Card Payment,Current,2025-03-08 19:00:26,2025-03-09 04:44:22,Froo,-4.99,0.00,RON,COMPLETED,35.14
Card Payment,Current,2025-03-08 13:16:18,2025-03-09 07:09:24,Mega Image,-4.69,0.00,RON,COMPLETED,30.45
Topup,Current,2025-03-09 11:22:30,2025-03-09 11:22:31,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,190.45
Transfer,Current,2025-03-09 11:22:49,2025-03-09 11:22:49,Revolut Bank UAB,-160.00,0.00,RON,COMPLETED,30.45
Card Payment,Current,2025-03-08 19:37:19,2025-03-09 17:53:32,Profi,-17.97,0.00,RON,COMPLETED,12.48
Card Payment,Current,2025-03-10 11:11:20,2025-03-11 06:19:01,Mega Image,-3.89,0.00,RON,COMPLETED,8.59
Topup,Current,2025-03-14 10:10:50,2025-03-14 10:10:52,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,168.59
Transfer,Current,2025-03-14 10:11:07,2025-03-14 10:11:07,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,8.59
Card Payment,Current,2025-03-15 09:26:57,2025-03-16 07:12:11,Eur Comtur,-4.50,0.00,RON,COMPLETED,4.09
Topup,Current,2025-03-22 12:10:55,2025-03-22 12:10:57,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,164.09
Transfer,Current,2025-03-22 12:11:14,2025-03-22 12:11:15,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,4.09
Topup,Current,2025-03-28 13:37:17,2025-03-28 13:37:18,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,164.09
Transfer,Current,2025-03-28 13:37:33,2025-03-28 13:37:34,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,4.09
Topup,Current,2025-04-02 10:59:14,2025-04-02 10:59:16,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,164.09
Transfer,Current,2025-04-02 10:59:31,2025-04-02 10:59:31,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,4.09
Topup,Current,2025-04-04 14:04:44,2025-04-04 14:04:46,Apple Pay top-up by *1781,184.00,0.00,RON,COMPLETED,188.09
Transfer,Current,2025-04-04 14:05:37,2025-04-04 14:06:00,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,164.09
Transfer,Current,2025-04-04 14:22:49,2025-04-04 14:22:58,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,4.09
Transfer,Current,2025-04-10 12:51:26,2025-04-10 12:51:26,Revolut Bank UAB Vilnius Sucursala București,-4.09,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-04-17 19:03:07,2025-04-17 19:03:07,Revolut Bank UAB Vilnius Sucursala București,300.00,0.00,RON,COMPLETED,300.00
Topup,Current,2025-04-18 12:44:31,2025-04-18 12:44:32,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,460.00
Transfer,Current,2025-04-18 12:44:52,2025-04-18 12:44:52,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,300.00
Card Payment,Current,2025-04-18 13:38:51,2025-04-19 16:03:47,Bershka,-140.30,0.00,RON,COMPLETED,159.70
Card Payment,Current,2025-04-19 21:49:37,2025-04-20 14:10:11,OMV,-7.99,0.00,RON,COMPLETED,151.71
Card Payment,Current,2025-04-22 22:10:59,2025-04-23 07:33:10,Mega Image,-6.29,0.00,RON,COMPLETED,145.42
Topup,Current,2025-04-23 11:57:48,2025-04-23 11:57:49,Apple Pay top-up by *1781,150.00,0.00,RON,COMPLETED,295.42
Transfer,Current,2025-04-23 11:58:07,2025-04-23 11:58:07,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,135.42
Card Payment,Current,2025-04-22 20:50:29,2025-04-24 05:48:26,Kfc,-14.00,0.00,RON,COMPLETED,121.42
Card Payment,Current,2025-04-24 17:08:17,2025-04-25 07:27:58,Curcubeului Market,-23.00,0.00,RON,COMPLETED,98.42
Card Payment,Current,2025-04-24 19:03:24,2025-04-25 07:28:27,Lidl,-2.29,0.00,RON,COMPLETED,96.13
Card Payment,Current,2025-04-25 16:58:17,2025-04-26 05:48:01,Mobilitate urbana,-6.00,0.00,RON,COMPLETED,90.13
Card Payment,Current,2025-04-25 16:50:22,2025-04-26 05:54:24,Bolt,-6.44,0.00,RON,COMPLETED,83.69
Card Payment,Current,2025-04-25 17:48:00,2025-04-26 08:18:27,Mega Image,-14.99,0.00,RON,COMPLETED,68.70
Card Payment,Current,2025-04-25 16:47:58,2025-04-26 08:22:01,Carrefour,-5.49,0.00,RON,COMPLETED,63.21
Topup,Current,2025-04-26 16:26:26,2025-04-26 16:26:27,Apple Pay top-up by *1781,440.00,0.00,RON,COMPLETED,503.21
Transfer,Current,2025-04-26 16:26:42,2025-04-26 16:26:42,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,343.21
Rev Payment,Current,2025-04-27 17:54:00,2025-04-27 17:55:02,amparcat.ro*Otopeni,-1.19,0.00,RON,COMPLETED,342.02
Card Payment,Current,2025-04-27 16:54:21,2025-04-29 05:04:07,Amparcat.ro,-1.19,0.00,RON,COMPLETED,340.83
Card Payment,Current,2025-04-25 17:55:44,2025-04-29 05:19:56,Farmacia Ana Maria,-21.25,0.00,RON,COMPLETED,319.58
Transfer,Current,2025-05-01 08:44:55,2025-05-01 08:44:57,To moldovan maria,-100.00,0.00,RON,COMPLETED,219.58
Card Payment,Current,2025-05-01 14:17:56,2025-05-02 17:09:08,Profi,-202.23,0.00,RON,COMPLETED,17.35
Transfer,Current,2025-05-02 20:28:32,2025-05-02 20:28:33,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,42.35
Transfer,Current,2025-05-02 21:00:21,2025-05-02 21:00:22,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,67.35
Card Payment,Current,2025-05-02 10:44:41,2025-05-03 07:47:16,Lidl,-1.69,0.00,RON,COMPLETED,65.66
Transfer,Current,2025-05-04 15:13:39,2025-05-04 15:13:39,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,90.66
Transfer,Current,2025-05-04 15:25:12,2025-05-04 15:25:13,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,115.66
Topup,Current,2025-05-04 19:43:31,2025-05-04 19:43:33,Apple Pay top-up by *1781,251.56,0.00,RON,COMPLETED,367.22
Card Payment,Current,2025-05-06 11:35:54,2025-05-07 07:58:25,Mega Image,-4.79,0.00,RON,COMPLETED,362.43
Transfer,Current,2025-05-07 10:04:54,2025-05-07 10:04:54,Revolut Bank UAB Vilnius Sucursala București,11.50,0.00,RON,COMPLETED,373.93
Card Payment,Current,2025-05-09 08:37:09,2025-05-09 18:07:35,Froo,-28.48,0.00,RON,COMPLETED,345.45
Card Payment,Current,2025-05-09 07:07:59,2025-05-10 08:07:27,Mega Image,-6.48,0.00,RON,COMPLETED,338.97
Topup,Current,2025-05-10 18:52:05,2025-05-10 18:52:07,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,498.97
Transfer,Current,2025-05-10 18:52:25,2025-05-10 18:52:26,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,338.97
Card Payment,Current,2025-05-10 16:56:08,2025-05-11 07:36:54,Curcubeului Market,-23.00,0.00,RON,COMPLETED,315.97
Transfer,Current,2025-05-11 21:27:08,2025-05-11 21:27:09,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,340.97
Card Payment,Current,2025-05-11 20:30:47,2025-05-12 08:47:30,Langa Pod,-70.00,0.00,RON,COMPLETED,270.97
Transfer,Current,2025-05-13 11:28:36,2025-05-13 11:28:36,Revolut Bank UAB Vilnius Sucursala București,-23.00,0.00,RON,COMPLETED,247.97
Card Payment,Current,2025-05-12 12:21:53,2025-05-13 14:29:20,Vending Zone,-10.00,0.00,RON,COMPLETED,237.97
Card Payment,Current,2025-05-13 08:43:05,2025-05-14 08:04:22,Mega Image,-11.08,0.00,RON,COMPLETED,226.89
Card Payment,Current,2025-05-13 11:47:04,2025-05-14 08:05:20,Youlan Circus,-13.00,0.00,RON,COMPLETED,213.89
Card Payment,Current,2025-05-14 08:16:22,2025-05-15 08:16:31,Mega Image,-7.19,0.00,RON,COMPLETED,206.70
Card Payment,Current,2025-05-14 10:42:40,2025-05-15 08:17:35,Youlan Circus,-13.00,0.00,RON,COMPLETED,193.70
Card Payment,Current,2025-05-14 12:40:01,2025-05-15 08:21:50,CoffeeBox Retorica,-50.00,0.00,RON,COMPLETED,143.70
Transfer,Current,2025-05-15 14:59:18,2025-05-15 14:59:19,Revolut Bank UAB Vilnius Sucursala București,-7.00,0.00,RON,COMPLETED,136.70
Card Payment,Current,2025-05-15 08:46:06,2025-05-16 08:07:21,Mega Image,-4.79,0.00,RON,COMPLETED,131.91
Card Payment,Current,2025-05-15 14:55:55,2025-05-16 08:07:25,Mega Image,-30.19,0.00,RON,COMPLETED,101.72
Card Payment,Current,2025-05-15 07:33:49,2025-05-16 17:13:38,Profi,-4.25,0.00,RON,COMPLETED,97.47
Topup,Current,2025-05-16 20:22:04,2025-05-16 20:22:05,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,257.47
Transfer,Current,2025-05-16 20:22:20,2025-05-16 20:22:20,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,97.47
Card Payment,Current,2025-05-15 08:52:56,2025-05-17 05:41:58,Garage cafe,-14.00,0.00,RON,COMPLETED,83.47
Card Payment,Current,2025-05-16 21:35:54,2025-05-17 08:10:48,Carrefour,-15.90,0.00,RON,COMPLETED,67.57
Rev Payment,Current,2025-05-17 17:43:51,2025-05-17 17:44:11,amparcat.ro*Otopeni,-1.16,0.00,RON,COMPLETED,66.41
Rev Payment,Current,2025-05-17 18:46:18,2025-05-17 18:46:41,amparcat.ro*Otopeni,-2.32,0.00,RON,COMPLETED,64.09
Transfer,Current,2025-05-18 21:08:40,2025-05-18 21:08:40,Revolut Bank UAB Vilnius Sucursala București,-25.00,0.00,RON,COMPLETED,39.09
Card Payment,Current,2025-05-18 19:14:47,2025-05-19 08:05:39,McDonald's,-9.00,0.00,RON,COMPLETED,30.09
Topup,Current,2025-05-19 13:22:08,2025-05-19 13:22:09,Payment from CITIBANK EUROPE PLC-DUBLIN,173.00,0.00,RON,COMPLETED,203.09
Transfer,Current,2025-05-19 16:10:32,2025-05-19 16:10:32,Revolut Bank UAB Vilnius Sucursala București,-20.00,0.00,RON,COMPLETED,183.09
Transfer,Current,2025-05-21 12:16:44,2025-05-21 12:16:44,Revolut Bank UAB Vilnius Sucursala București,50.00,0.00,RON,COMPLETED,233.09
Transfer,Current,2025-05-21 12:16:54,2025-05-21 12:16:54,Revolut Bank UAB Vilnius Sucursala București,50.00,0.00,RON,COMPLETED,283.09
Transfer,Current,2025-05-21 13:20:35,2025-05-21 13:20:36,Revolut Bank UAB Vilnius Sucursala București,-60.00,0.00,RON,COMPLETED,223.09
Transfer,Current,2025-05-21 13:23:47,2025-05-21 13:23:48,Revolut Bank UAB Vilnius Sucursala București,-56.00,0.00,RON,COMPLETED,167.09
Transfer,Current,2025-05-21 13:25:08,2025-05-21 13:25:09,Revolut Bank UAB Vilnius Sucursala București,-60.00,0.00,RON,COMPLETED,107.09
Transfer,Current,2025-05-21 13:27:18,2025-05-21 13:27:18,Revolut Bank UAB Vilnius Sucursala București,56.00,0.00,RON,COMPLETED,163.09
Card Payment,Current,2025-05-20 06:47:49,2025-05-21 18:52:07,Profi,-27.25,0.00,RON,COMPLETED,135.84
Card Payment,Current,2025-05-20 11:57:18,2025-05-22 05:13:11,Andalex Gastronomy,-30.00,0.00,RON,COMPLETED,105.84
Card Payment,Current,2025-05-21 14:22:57,2025-05-22 05:18:26,Bolt,-5.22,0.00,RON,COMPLETED,100.62
Card Payment,Current,2025-05-21 10:05:31,2025-05-22 07:41:36,Mega Image,-13.78,0.00,RON,COMPLETED,86.84
Card Payment,Current,2025-05-21 12:07:39,2025-05-22 07:41:40,Mega Image,-29.45,0.00,RON,COMPLETED,57.39
Transfer,Current,2025-05-22 13:49:26,2025-05-22 13:49:26,Revolut Bank UAB Vilnius Sucursala București,-2.00,0.00,RON,COMPLETED,55.39
Card Payment,Current,2025-05-23 07:18:28,2025-05-23 19:39:41,Froo,-13.79,0.00,RON,COMPLETED,41.60
Card Payment,Current,2025-05-22 13:48:05,2025-05-23 21:11:45,Mega Image,-23.00,0.00,RON,COMPLETED,18.60
Card Payment,Current,2025-05-22 09:55:27,2025-05-24 05:53:31,Sky 24,-10.00,0.00,RON,COMPLETED,8.60
Topup,Current,2025-05-24 10:07:14,2025-05-24 10:07:15,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,168.60
Transfer,Current,2025-05-24 10:07:38,2025-05-24 10:07:38,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,8.60
Transfer,Current,2025-05-26 09:37:55,2025-05-26 09:37:55,Revolut Bank UAB Vilnius Sucursala București,8.00,0.00,RON,COMPLETED,16.60
Card Payment,Current,2025-05-26 09:40:38,2025-05-27 05:21:06,Multimat Impex,-9.00,0.00,RON,COMPLETED,7.60
Transfer,Current,2025-05-31 14:33:47,2025-05-31 14:33:47,Revolut Bank UAB Vilnius Sucursala București,500.00,0.00,RON,COMPLETED,507.60
Topup,Current,2025-05-31 15:16:23,2025-05-31 15:16:24,Apple Pay top-up by *1781,185.00,0.00,RON,COMPLETED,692.60
Transfer,Current,2025-05-31 15:16:43,2025-05-31 15:16:44,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,532.60
Transfer,Current,2025-05-31 15:17:15,2025-05-31 15:17:16,To Nicoleta Adriana Petre,-25.00,0.00,RON,COMPLETED,507.60
Transfer,Current,2025-06-02 20:09:10,2025-06-02 20:09:11,To Razvan Mihai Pica,-500.00,0.00,RON,COMPLETED,7.60
Topup,Current,2025-06-03 11:37:06,2025-06-03 11:37:08,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,167.60
Transfer,Current,2025-06-03 19:36:07,2025-06-03 19:36:07,Revolut Bank UAB Vilnius Sucursala București,500.00,0.00,RON,COMPLETED,667.60
Card Payment,Current,2025-06-03 21:38:47,2025-06-04 05:40:52,Spalatorie Auto Alexander,-6.66,0.00,RON,COMPLETED,660.94
Card Payment,Current,2025-06-03 21:03:56,2025-06-04 07:49:11,ACCO Fashion,-79.00,0.00,RON,COMPLETED,581.94
Card Payment,Current,2025-06-03 20:51:49,2025-06-04 07:57:37,CCC,-1.00,0.00,RON,COMPLETED,580.94
Transfer,Current,2025-06-04 10:24:47,2025-06-04 10:24:47,Revolut Bank UAB Vilnius Sucursala București,-23.00,0.00,RON,COMPLETED,557.94
Transfer,Current,2025-06-04 10:28:19,2025-06-04 10:28:21,To Razvan Mihai Pica,-300.00,0.00,RON,COMPLETED,257.94
Card Payment,Current,2025-06-04 07:50:20,2025-06-04 15:04:06,Froo,-6.49,0.00,RON,COMPLETED,251.45
Transfer,Current,2025-06-04 15:25:31,2025-06-04 15:25:31,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,91.45
Card Payment,Current,2025-06-04 15:43:59,2025-06-05 07:48:33,Mega Image,-9.28,0.00,RON,COMPLETED,82.17
Transfer,Current,2025-06-05 16:59:15,2025-06-05 16:59:16,Revolut Bank UAB Vilnius Sucursala București,80.00,0.00,RON,COMPLETED,162.17
Card Payment,Current,2025-06-05 13:55:34,2025-06-06 07:30:41,Mega Image,-67.53,0.00,RON,COMPLETED,94.64
Topup,Current,2025-06-06 18:01:18,2025-06-06 18:01:19,Apple Pay top-up by *1781,1090.00,0.00,RON,COMPLETED,1184.64
Transfer,Current,2025-06-06 18:02:20,2025-06-06 18:02:21,To investment account,-1003.12,0.00,RON,COMPLETED,181.52
Card Payment,Current,2025-06-08 16:43:28,2025-06-09 14:54:50,Epic Games Store,-91.88,0.00,RON,COMPLETED,89.64
Card Payment,Current,2025-06-07 22:03:04,2025-06-09 18:24:51,Spalatorie Auto Alexander,-6.66,0.00,RON,COMPLETED,82.98
Transfer,Current,2025-06-10 15:14:22,2025-06-10 15:14:24,Revolut Bank UAB Vilnius Sucursala București,-14.00,0.00,RON,COMPLETED,68.98
Rev Payment,Current,2025-06-11 19:39:46,2025-06-11 19:40:20,amparcat.ro*Otopeni,-4.64,0.00,RON,COMPLETED,64.34
Card Payment,Current,2025-06-11 11:58:57,2025-06-12 07:49:25,Mega Image,-32.58,0.00,RON,COMPLETED,31.76
Card Payment,Current,2025-06-11 14:08:13,2025-06-12 12:00:40,OMV,-8.49,0.00,RON,COMPLETED,23.27
Card Payment,Current,2025-06-11 07:30:40,2025-06-13 04:56:59,Global GNF,-14.00,0.00,RON,COMPLETED,9.27
Transfer,Current,2025-06-13 13:35:48,2025-06-13 13:35:48,Revolut Bank UAB Vilnius Sucursala București,50.00,0.00,RON,COMPLETED,59.27
Transfer,Current,2025-06-13 14:21:09,2025-06-13 14:21:10,Revolut Bank UAB Vilnius Sucursala București,23.00,0.00,RON,COMPLETED,82.27
Topup,Current,2025-06-14 06:10:45,2025-06-14 06:10:46,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,142.27
Transfer,Current,2025-06-14 06:11:05,2025-06-14 06:11:05,Revolut Bank UAB Vilnius Sucursala București,-26.00,0.00,RON,COMPLETED,116.27
Card Payment,Current,2025-06-13 14:34:25,2025-06-14 07:32:47,Mega Image,-46.00,0.00,RON,COMPLETED,70.27
Card Payment,Current,2025-06-13 07:13:13,2025-06-14 07:35:41,Multimat Impex,-2.50,0.00,RON,COMPLETED,67.77
Card Payment,Current,2025-06-13 22:20:32,2025-06-15 05:13:22,Profi,-30.50,0.00,RON,COMPLETED,37.27
Transfer,Current,2025-06-16 11:40:54,2025-06-16 11:40:55,Revolut Bank UAB Vilnius Sucursala București,31.00,0.00,RON,COMPLETED,68.27
Transfer,Current,2025-06-16 21:35:48,2025-06-16 21:35:48,Revolut Bank UAB Vilnius Sucursala București,-15.00,0.00,RON,COMPLETED,53.27
Card Payment,Current,2025-06-16 17:41:15,2025-06-17 05:41:57,Amarket Magazin Mixt,-7.44,0.00,RON,COMPLETED,45.83
Card Payment,Current,2025-06-16 20:38:36,2025-06-17 07:51:43,Gelateria Dolcissima,-13.00,0.00,RON,COMPLETED,32.83
Transfer,Current,2025-06-17 14:34:48,2025-06-17 14:34:49,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,47.83
Transfer,Current,2025-06-17 14:35:23,2025-06-17 14:35:24,Revolut Bank UAB Vilnius Sucursala București,-15.00,0.00,RON,COMPLETED,32.83
Transfer,Current,2025-06-17 14:36:02,2025-06-17 14:36:03,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,57.83
Card Payment,Current,2025-06-17 18:09:14,2025-06-19 04:43:50,CT BUS,-3.00,0.00,RON,COMPLETED,54.83
Card Payment,Current,2025-06-17 14:36:11,2025-06-19 04:46:03,Lazy Beach,-50.00,0.00,RON,COMPLETED,4.83
Card Payment,Current,2025-06-19 21:33:28,2025-06-20 05:07:01,Mobilitate urbana,-1.00,0.00,RON,COMPLETED,3.83
Topup,Current,2025-06-21 12:01:26,2025-06-21 12:01:28,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,163.83
Transfer,Current,2025-06-21 12:01:59,2025-06-21 12:01:59,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,3.83
Topup,Current,2025-06-21 21:04:30,2025-06-21 21:04:31,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,63.83
Transfer,Current,2025-06-21 21:09:06,2025-06-21 21:09:06,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,58.83
TEMP_BLOCK,Current,2025-06-21 21:09:34,,To Victor,-4.00,0.00,RON,REVERTED,
Transfer,Current,2025-06-21 21:23:24,2025-06-21 21:23:25,Revolut Bank UAB Vilnius Sucursala București,-33.00,0.00,RON,COMPLETED,25.83
Transfer,Current,2025-06-22 22:34:15,2025-06-22 22:34:15,Revolut Bank UAB Vilnius Sucursala București,30.00,0.00,RON,COMPLETED,55.83
Transfer,Current,2025-06-22 22:38:14,2025-06-22 22:38:15,Revolut Bank UAB Vilnius Sucursala București,30.00,0.00,RON,COMPLETED,85.83
Transfer,Current,2025-06-23 14:56:29,2025-06-23 14:56:30,Revolut Bank UAB Vilnius Sucursala București,-25.00,0.00,RON,COMPLETED,60.83
Card Payment,Current,2025-06-21 23:50:54,2025-06-24 05:39:49,SUN PLAZA,-4.00,0.00,RON,COMPLETED,56.83
Transfer,Current,2025-06-24 16:00:41,2025-06-24 16:00:42,Revolut Bank UAB Vilnius Sucursala București,-4.00,0.00,RON,COMPLETED,52.83
Topup,Current,2025-06-25 09:28:49,2025-06-25 09:28:51,Apple Pay top-up by *1781,108.00,0.00,RON,COMPLETED,160.83
Transfer,Current,2025-06-25 09:29:06,2025-06-25 09:29:06,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,0.83
Transfer,Current,2025-06-26 21:04:12,2025-06-26 21:04:13,Revolut Bank UAB Vilnius Sucursala București,25.00,0.00,RON,COMPLETED,25.83
Transfer,Current,2025-06-27 11:51:11,2025-06-27 11:51:15,Revolut Bank UAB Vilnius Sucursala București,160.00,0.00,RON,COMPLETED,185.83
Transfer,Current,2025-06-27 11:52:46,2025-06-27 11:52:47,To Nicoleta Adriana Petre,-155.00,0.00,RON,COMPLETED,30.83
Topup,Current,2025-06-29 10:13:01,2025-06-29 10:13:02,Apple Pay top-up by *1781,160.00,0.00,RON,COMPLETED,190.83
Transfer,Current,2025-06-29 10:13:17,2025-06-29 10:13:18,Revolut Bank UAB Vilnius Sucursala București,-160.00,0.00,RON,COMPLETED,30.83
Card Payment,Current,2025-07-01 12:48:07,2025-07-02 08:07:04,Spalatorie Auto Alexander,-6.66,0.00,RON,COMPLETED,24.17
Card Payment,Current,2025-07-02 16:09:28,2025-07-03 08:01:00,MOL,-8.39,0.00,RON,COMPLETED,15.78
Card Payment,Current,2025-07-02 14:15:27,2025-07-04 18:48:08,Amparcat.ro,-5.95,0.00,RON,COMPLETED,9.83
Card Payment,Current,2025-07-03 12:00:18,2025-07-04 19:28:26,MOL,-4.99,0.00,RON,COMPLETED,4.84
Card Payment,Current,2025-07-03 15:09:05,2025-07-05 05:18:32,Amparcat.ro,-1.16,0.00,RON,COMPLETED,3.68
Topup,Current,2025-07-07 12:15:25,2025-07-07 12:15:27,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,63.68
Card Payment,Current,2025-07-07 12:16:57,2025-07-07 18:45:48,Superprof,-29.00,0.00,RON,COMPLETED,34.68
Transfer,Current,2025-07-09 14:58:24,2025-07-09 14:58:25,Revolut Bank UAB Vilnius Sucursala București,-14.00,0.00,RON,COMPLETED,20.68
Transfer,Current,2025-07-10 14:52:52,2025-07-10 14:52:56,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,120.68
Transfer,Current,2025-07-10 20:28:34,2025-07-10 20:28:34,Revolut Bank UAB Vilnius Sucursala București,-6.50,0.00,RON,COMPLETED,114.18
Transfer,Current,2025-07-10 21:07:30,2025-07-10 21:07:33,Revolut Bank UAB Vilnius Sucursala București,-26.00,0.00,RON,COMPLETED,88.18
Transfer,Current,2025-07-10 21:10:00,2025-07-10 21:10:06,Revolut Bank UAB Vilnius Sucursala București,-4.00,0.00,RON,COMPLETED,84.18
Card Payment,Current,2025-07-10 15:10:49,2025-07-11 07:51:07,Carlabi,-12.00,0.00,RON,COMPLETED,72.18
Card Payment,Current,2025-07-10 19:32:20,2025-07-11 15:12:54,CoffeeBox Retorica,-39.00,0.00,RON,COMPLETED,33.18
Transfer,Current,2025-07-12 00:08:42,2025-07-12 00:08:42,Revolut Bank UAB Vilnius Sucursala București,-30.00,0.00,RON,COMPLETED,3.18
Transfer,Current,2025-07-12 15:43:19,2025-07-12 15:43:20,Revolut Bank UAB Vilnius Sucursala București,86.00,0.00,RON,COMPLETED,89.18
Transfer,Current,2025-07-13 17:21:40,2025-07-13 17:21:41,Revolut Bank UAB Vilnius Sucursala București,36.00,0.00,RON,COMPLETED,125.18
Transfer,Current,2025-07-15 13:57:50,2025-07-15 13:57:50,Revolut Bank UAB Vilnius Sucursala București,285.00,0.00,RON,COMPLETED,410.18
Topup,Current,2025-07-15 13:58:41,2025-07-15 13:58:43,Apple Pay top-up by *1781,156.00,0.00,RON,COMPLETED,566.18
Card Payment,Current,2025-07-15 13:59:25,2025-07-15 17:58:36,Booking.com,-565.14,0.00,RON,COMPLETED,1.04
Topup,Current,2025-07-15 20:42:51,2025-07-15 20:42:53,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,61.04
Transfer,Current,2025-07-15 20:43:12,2025-07-15 20:43:13,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,37.04
Card Payment,Current,2025-07-15 21:38:30,2025-07-16 07:57:06,Betty ice,-12.50,0.00,RON,COMPLETED,24.54
Card Payment,Current,2025-07-15 23:10:15,2025-07-17 05:38:18,Kfc,-23.50,0.00,RON,COMPLETED,1.04
Topup,Current,2025-07-17 16:39:10,2025-07-17 16:39:12,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,61.04
Transfer,Current,2025-07-17 16:39:31,2025-07-17 16:39:31,Revolut Bank UAB Vilnius Sucursala București,-60.00,0.00,RON,COMPLETED,1.04
Transfer,Current,2025-07-17 16:41:45,2025-07-17 16:41:45,Revolut Bank UAB Vilnius Sucursala București,60.00,0.00,RON,COMPLETED,61.04
Topup,Current,2025-07-17 18:16:17,2025-07-17 18:16:19,Apple Pay top-up by *1781,120.00,0.00,RON,COMPLETED,181.04
Transfer,Current,2025-07-17 18:16:41,2025-07-17 18:16:41,Revolut Bank UAB Vilnius Sucursala București,-180.00,0.00,RON,COMPLETED,1.04
